city,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Lima,-12.0432,-77.0282,16.61,88,90,5.14,PE,1622606877
Muros,42.7762,-9.0603,15.61,90,100,1.52,ES,1622606989
Tual,-5.6667,132.75,27.64,80,33,6.95,ID,1622606989
Adamovka,51.5223,59.9396,20.29,46,17,5.65,RU,1622606989
Kalengwa,-13.4659,25.0027,10.71,72,100,1.51,ZM,1622606990
Malakal,9.5334,31.6605,25.9,68,90,3.01,SS,1622606990
Ezhou,30.4,114.8333,30.8,59,30,1.2,CN,1622606990
Lompoc,34.6391,-120.4579,18.08,100,90,2.37,US,1622606991
Kosonsoy,41.2561,71.5508,26.31,25,0,0.97,UZ,1622606991
Mehamn,71.0357,27.8492,9.97,76,0,6.69,NO,1622606991
Matara,5.9485,80.5353,29.23,71,38,5.31,LK,1622606716
Boa Vista,2.8197,-60.6733,24.99,88,75,0.51,BR,1622606992
Olafsvik,64.8945,-23.7142,6.8,76,94,8.3,IS,1622606992
Half Moon Bay,37.4636,-122.4286,21.01,86,90,2.06,US,1622606992
Husavik,66.0449,-17.3389,6.12,69,2,6.15,IS,1622606993
Frankfort,-27.2667,28.4833,2.52,84,26,0.28,ZA,1622606993
Souillac,-20.5167,57.5167,25.2,75,44,6.62,MU,1622606993
Tiksi,71.6872,128.8694,3.77,81,100,2.59,RU,1622606993
Dunedin,-45.8742,170.5036,11.59,80,36,1.72,NZ,1622606777
Cabo San Lucas,22.8909,-109.9124,28.12,56,86,5.23,MX,1622606700
Itoman,26.1247,127.6694,30.01,74,75,5.66,JP,1622606994
São Félix do Xingu,-6.6447,-51.995,20.67,85,26,0.67,BR,1622606994
Havelock,34.8791,-76.9013,22.99,87,75,0.0,US,1622606995
Palotina,-24.2839,-53.84,19.13,91,0,3.47,BR,1622606995
Ilulissat,69.2167,-51.1,0.01,86,59,1.54,GL,1622606995
Goderich,43.7501,-81.7165,14.46,76,22,3.59,CA,1622606996
Gatak,-7.5908,110.7044,29.78,68,37,2.63,ID,1622606996
Kisangani,0.5167,25.2,20.84,95,92,0.27,CD,1622606996
Vila Franca do Campo,37.7167,-25.4333,15.23,72,88,3.12,PT,1622606996
Ascension,30.2169,-90.9001,25.0,97,75,1.54,US,1622606997
Warrnambool,-38.3833,142.4833,17.67,59,53,1.72,AU,1622606884
La Libertad,-2.2333,-80.9,21.64,83,85,3.34,EC,1622606997
Jacareacanga,-6.2222,-57.7528,22.19,72,33,0.57,BR,1622606906
Tamandaré,-8.7597,-35.1047,23.47,79,49,0.49,BR,1622606998
Garmsār,35.2182,52.3409,32.79,14,0,1.87,IR,1622606998
Abapó,-18.8333,-63.4667,13.8,93,67,1.05,BO,1622606998
Carros,43.7894,7.184,15.05,82,75,0.15,FR,1622606999
Abéché,13.8292,20.8324,28.7,43,100,2.62,TD,1622606999
Lata,40.1629,-8.3327,15.02,95,53,0.74,PT,1622606999
Nelson Bay,-32.7167,152.15,21.73,55,58,0.45,AU,1622607000
Dakar,14.6937,-17.4441,21.49,84,44,5.61,SN,1622606890
Honiara,-9.4333,159.95,29.69,71,87,3.13,SB,1622607000
Celestún,20.8667,-90.4,26.47,78,37,5.8,MX,1622607000
Khorinsk,52.1657,109.7726,16.1,64,98,2.84,RU,1622607001
Seminole,28.7086,-81.2081,25.04,87,16,2.28,US,1622606973
Caceres,39.522,-6.3748,12.11,89,20,0.75,ES,1622607001
Syracuse,37.0881,15.2792,19.65,84,100,0.91,IT,1622607001
Tura,25.5198,90.2201,29.62,64,59,2.02,IN,1622606820
Calca,-13.3333,-71.95,10.39,90,76,1.23,PE,1622607005
Araouane,18.9048,-3.5265,33.19,10,1,3.37,ML,1622607005
Santa Marinella,42.0345,11.8536,17.6,56,88,2.5,IT,1622607005
Trat,12.5,102.5,34.88,60,13,3.25,TH,1622607006
Hauge i Dalane,58.3436,6.2812,16.09,70,17,6.42,NO,1622607006
Karachi,24.9056,67.0822,31.9,58,40,5.66,PK,1622606796
Kangaatsiaq,68.3065,-53.4641,1.74,78,38,5.66,GL,1622607006
Guiong,6.4186,122.0258,30.9,72,99,2.91,PH,1622607007
Sarāhan,31.5167,77.8,19.79,43,4,2.35,IN,1622607007
Te Anau,-45.4167,167.7167,10.0,90,97,2.19,NZ,1622607008
Airai,-8.9266,125.4092,24.69,45,15,1.42,TL,1622607008
Dale,38.1689,-86.99,17.17,99,100,2.6,US,1622607008
Beni Suef,29.0731,31.0979,22.35,56,0,5.55,EG,1622607009
Tuatapere,-46.1333,167.6833,9.9,84,72,0.82,NZ,1622607009
Matagami,49.7502,-77.6328,9.97,96,92,1.74,CA,1622607009
Mocuba,-16.8392,36.9856,18.81,90,91,1.36,MZ,1622607010
Maniwaki,46.3834,-75.966,11.0,82,19,1.13,CA,1622607010
Sarakhs,36.5449,61.1577,33.08,33,0,2.06,IR,1622607010
Marzuq,14.4,46.4667,26.27,46,6,1.54,YE,1622607011
Zhenjiang,32.2092,119.4342,24.89,81,100,1.34,CN,1622607011
Juneau,58.3019,-134.4197,13.03,96,100,2.24,US,1622607011
Northam,51.0333,-4.2167,17.49,81,97,5.21,GB,1622607012
Kupang,-10.1667,123.5833,32.32,51,40,4.12,ID,1622607012
Luena,-11.7833,19.9167,10.5,54,55,1.8,AO,1622607013
Madang,-5.2246,145.7966,24.8,94,100,0.97,PG,1622607013
Mount Gambier,-37.8333,140.7667,18.47,41,80,3.72,AU,1622607013
Millinocket,45.6573,-68.7098,15.01,88,4,1.99,US,1622607014
São Raimundo das Mangabeiras,-7.0219,-45.4811,23.08,67,0,0.18,BR,1622607015
Yangi Marg`ilon,40.4272,71.7189,28.68,24,0,2.0,UZ,1622607015
Aleksandrov Gay,50.147,48.5704,18.86,78,98,5.72,RU,1622607015
Immokalee,26.4187,-81.4173,24.39,94,20,0.0,US,1622607016
Foam Lake,51.65,-103.5343,17.09,63,100,1.69,CA,1622607016
Santiago del Estero,-27.7951,-64.2615,17.23,57,54,2.28,AR,1622607017
Kasempa,-13.4584,25.8338,11.91,75,80,2.22,ZM,1622607017
Kamenka,51.3223,42.7678,13.2,78,89,6.25,RU,1622607017
Östersund,63.1792,14.6357,11.25,62,69,3.6,SE,1622607018
Ballina,-28.8667,153.5667,22.19,53,100,1.73,AU,1622607018
Maragogi,-9.0122,-35.2225,23.24,80,51,1.35,BR,1622607018
Bata,1.8639,9.7658,24.83,90,100,3.44,GQ,1622607019
Jérémie,18.65,-74.1167,26.25,79,97,0.74,HT,1622607019
Bouna,9.2667,-3.0,23.21,87,96,2.21,CI,1622607019
Babol,36.5513,52.679,25.04,47,0,0.34,IR,1622607020
Caravelas,-17.7125,-39.2481,21.62,86,58,0.48,BR,1622607020
Saint Anthony,45.0205,-93.218,19.06,63,1,0.45,US,1622607020
Nouakchott,18.0858,-15.9785,21.96,77,61,6.94,MR,1622607021
Bara,10.3744,10.7288,26.14,64,98,3.32,NG,1622607021
Sulangan,11.1373,123.7228,28.14,75,100,6.86,PH,1622607021
Dudinka,69.4058,86.1778,3.77,84,99,9.18,RU,1622607021
Koungou,-12.7336,45.2042,22.84,94,75,4.0,YT,1622607022
Portland,45.5234,-122.6762,28.12,54,1,1.09,US,1622606566
College,64.8569,-147.8028,16.18,71,75,5.66,US,1622607022
Marabu,4.4148,114.0089,31.09,59,99,1.59,MY,1622607022
Hirara,24.8,125.2833,32.15,74,75,5.66,JP,1622607023
Camocim,-2.9022,-40.8411,24.12,91,19,4.0,BR,1622607023
Salinas,36.6777,-121.6555,20.34,80,25,1.53,US,1622606958
Härnösand,62.6323,17.9379,11.11,63,57,1.05,SE,1622607024
Shimizu,43.0061,142.8847,19.94,55,60,1.54,JP,1622607024
Ganzhou,28.8184,115.4327,26.97,83,100,0.37,CN,1622606770
Valparaíso,-33.0393,-71.6273,17.49,70,45,5.1,CL,1622606853
Salekhard,66.53,66.6019,4.4,48,100,6.85,RU,1622607024
Nishifukuma,33.7667,130.4667,31.27,61,100,2.04,JP,1622607025
Barsovo,61.1667,73.1667,13.07,60,26,5.02,RU,1622607025
Villazón,-22.0866,-65.5942,7.27,16,39,3.3,BO,1622607025
Muriti,-1.9833,32.9167,21.38,67,64,6.15,TZ,1622607026
Havøysund,70.9963,24.6622,10.49,83,100,2.14,NO,1622607026
Sitka,57.0531,-135.33,11.74,93,100,0.31,US,1622607026
Sinnamary,5.3833,-52.95,24.89,88,99,1.86,GF,1622607026
East Wenatchee Bench,47.4257,-120.2812,28.54,43,7,1.15,US,1622607027
Havre-St-Pierre,50.2334,-63.5986,7.62,93,34,6.84,CA,1622607027
Gizo Government Station,-8.103,156.8419,28.51,76,99,3.11,SB,1622607027
Port Macquarie,-31.4333,152.9167,19.94,50,100,1.21,AU,1622607028
Norwich,52.6278,1.2983,12.74,90,14,2.06,GB,1622607028
Fuxin,42.0156,121.6589,16.74,94,100,4.02,CN,1622607028
Koumac,-20.5667,164.2833,23.65,56,4,4.7,NC,1622607029
Oga,46.4631,10.347,10.38,91,70,1.37,IT,1622607029
Gravdal,68.1214,13.5031,11.45,69,23,2.52,NO,1622607029
Fare,-16.7,-151.0167,26.33,69,100,5.93,PF,1622607030
Grindavik,63.8424,-22.4338,6.42,93,75,9.24,IS,1622607030
Sibut,5.718,19.0739,21.17,98,100,3.68,CF,1622607030
Jalu,29.0331,21.5482,22.34,49,0,4.36,LY,1622607030
Pacific Grove,36.6177,-121.9166,18.97,89,75,0.45,US,1622607031
Huambo,-12.7761,15.7392,9.67,43,82,0.24,AO,1622607031
Eidfjord,60.4675,7.0719,13.57,73,53,2.74,NO,1622607032
Lixouri,38.2019,20.4314,19.24,55,97,4.11,GR,1622607032
Caniço,32.6333,-16.85,18.73,86,40,2.86,PT,1622607032
Piopio,-38.4667,175.0167,13.31,80,99,1.83,NZ,1622607032
Lebu,-37.6167,-73.65,11.46,92,99,3.09,CL,1622607033
Guerrero Negro,27.9769,-114.0611,16.46,86,0,5.76,MX,1622607033
Sisimiut,66.9395,-53.6735,4.46,67,9,2.43,GL,1622607033
Sémbé,1.6481,14.5806,21.25,98,100,2.13,CG,1622607034
Naze,28.3667,129.4833,22.93,82,84,6.67,JP,1622607034
Grândola,38.1772,-8.5668,16.27,88,30,0.29,PT,1622607034
Riachão do Jacuípe,-11.8069,-39.3856,20.05,97,11,1.88,BR,1622607034
Mago,53.2514,140.1822,24.89,30,100,3.93,RU,1622607035
Viranşehir,37.2353,39.7631,21.13,40,0,4.65,TR,1622607035
Pushkino,56.0172,37.8667,13.05,62,7,3.9,RU,1622607035
Sørland,67.667,12.6934,10.13,76,15,2.78,NO,1622607036
Bennington,42.8781,-73.1968,14.68,80,78,1.24,US,1622607036
Gayny,60.3071,54.3241,9.34,41,11,3.01,RU,1622607036
Aného,6.2333,1.6,26.66,85,100,3.65,TG,1622607037
Vilhena,-12.7406,-60.1458,19.87,68,27,1.04,BR,1622606957
Camacha,33.0833,-16.3333,16.68,77,40,3.09,PT,1622607037
Kibaya,-5.3,36.5667,14.36,79,98,2.82,TZ,1622607037
Nísia Floresta,-6.0911,-35.2086,23.45,90,1,2.92,BR,1622607038
Kalangala,-0.3089,32.225,21.64,66,98,6.4,UG,1622607038
Warrington,53.3925,-2.5802,14.89,70,89,0.45,GB,1622607038
Manokwari,-0.8667,134.0833,25.74,87,100,3.99,ID,1622607039
Chittarkonda,18.1167,82.0833,34.36,43,8,1.75,IN,1622607039
Takaka,-40.85,172.8,16.1,74,75,0.73,NZ,1622607039
Southbridge,42.0751,-72.0334,16.17,83,96,2.26,US,1622607040
Arlit,18.7369,7.3853,31.54,10,0,3.72,NE,1622607040
Gimli,50.6336,-96.9907,14.68,96,5,4.89,CA,1622607041
Logan,41.7355,-111.8344,22.39,50,99,0.89,US,1622606950
Jūybār,36.6412,52.9124,25.09,41,0,0.87,IR,1622607041
Medyn',54.9692,35.8586,11.96,67,7,3.64,RU,1622607041
Katherine,-14.4667,132.2667,32.18,37,0,2.63,AU,1622607042
Pestovo,58.5938,35.8024,10.98,67,76,1.79,RU,1622607042
Kongolo,-5.3833,27.0,22.87,59,96,1.2,CD,1622607042
Benton,36.3334,-94.3335,16.57,94,90,1.79,US,1622607044
Zhezkazgan,47.8043,67.7144,21.42,71,99,8.55,KZ,1622607044
Aksu,41.1231,80.2644,29.06,23,75,3.6,CN,1622607044
Oistins,13.0667,-59.5333,26.05,65,40,6.17,BB,1622607045
Ossora,59.2353,163.0719,9.39,53,97,4.4,RU,1622607015
High Rock,26.6208,-78.2833,24.01,79,100,7.77,BS,1622607045
Nishihara,26.1842,127.7558,29.6,77,75,4.05,JP,1622607045
